ashleymadison.com,ashleymadison.com,1
benaughty.com,benaughty.com,1
blackpeoplemeet.com,blackpeoplemeet.com,1
bumble.com,bumble.com,1
chemistry.com,chemistry.com,1
christianconnection.com,christianconnection.com,1
christianmingle.com,christianmingle.com,1
clover.co,clover.co,1
coffeemeetsbagel.com,coffeemeetsbagel.com,1
cupid.com,cupid.com,1
date.com,date.com,1
datehookup.com,datehookup.com,1
eharmony.com,eharmony.com,1
elitesingles.com,elitesingles.com,1
Fire ,Fire ,1
friendfinder.com,friendfinder.com,1
grindr.com,grindr.com,1
happn.com,happn.com,1
hinge.co,hinge.co,1
howaboutwe.com,howaboutwe.com,1
jdate.com,jdate.com,1
lavalife.com,lavalife.com,1
lumenapp.com,lumenapp.com,1
match.com,match.com,1
muzmatch.com,muzmatch.com,1
okcupid.com,okcupid.com,1
ourtime.com,ourtime.com,1
plentyoffish.com,plentyoffish.com,1
pof.com,pof.com,1
scruff.com,scruff.com,1
seniorpeoplemeet.com,seniorpeoplemeet.com,1
shaadi.com,shaadi.com,1
silversingles.com,silversingles.com,1
speeddate.com,speeddate.com,1
theinnercircle.co,theinnercircle.co,1
theleague.com,theleague.com,1
tinder.com,tinder.com,1
weareher.com,weareher.com,1
